Brand;Standing screen display size;Processor Brand;Processor Speed;RAM Size;Hard Drive Size;Hard Disk Description;Graphics Chipset Brand;Operating System;Item Weight;Price
Dell;17.3;Intel;2.6;32;256;SSD;Nvidia;Windows10;4.42;12180
Toshiba;14;Intel;2.3;8;256;SSD;Intel;Windows10;1.95;5133
Asus;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.73;8917.065
HP;15.6;Intel;2.7;8;128;SSD;Nvidia;Windows10;2.04;4258.65
Lenovo;14;Intel;2.3;4;508;Hybrid;Intel;Windows7;1.7;4358.7
Asus;15.6;Intel;2.7;16;512;SSD;Nvidia;Windows10;2.3;7825.65
HP;15.6;Intel;2.7;6;1000;HDD;Intel;Windows10;2.04;2518.65
Asus;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.99;7608.15
Dell;15.6;Intel;2.7;12;512;SSD;Intel;Windows10;2.19;5650.65
Toshiba;13.3;Intel;2.3;4;128;SSD;Intel;Windows7;1.2;5198.25
Lenovo;15.6;AMD;3.6;6;256;SSD;AMD;Windows10;2.2;2388.15
Fujitsu;15.6;Intel;2.3;4;256;SSD;Intel;Windows10;2.3;2823.15
Toshiba;14;Intel;2.3;4;500;HDD;Intel;Windows10;1.75;3980.25
Dell;15.6;Intel;2.5;4;500;HDD;AMD;Windows10;2.25;2605.65
HP;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.04;3506.1
Lenovo;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.5;5172.15
Dell;15.6;Intel;2.7;8;1000;HDD;AMD;Windows10;2.36;3258.15
Dell;14;Intel;2.5;8;128;SSD;Intel;Windows10;1.6;4867.65
HP;12.5;Intel;1.2;8;512;SSD;Intel;Windows10;0.97;8299.8
HP;15.6;Intel;2;4;128;SSD;AMD;Windows10;2.1;2170.65
Lenovo;15.6;Intel;1.1;4;128;SSD;Intel;NoOS;1.9;1177.197
Lenovo;15.6;Intel;2.3;8;256;SSD;Intel;Windows10;2.3;5868.15
Dell;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.68;3867.15
Asus;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.4;5002.5
HP;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.11;5868.15
Acer;15.6;Intel;1.1;4;500;HDD;Intel;Windows10;2.4;1653
Asus;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.5;7825.65
HP;14;Intel;2.7;8;512;SSD;Intel;Windows10;1.48;9087.15
Acer;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.7;5481
HP;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.34;5172.15
Dell;15.6;Intel;2.4;4;128;SSD;Intel;Windows10;2.18;2379.45
HP;14;Intel;2.5;4;500;HDD;Intel;Windows10;1.64;3388.65
Toshiba;13.3;Intel;2.3;4;128;SSD;Intel;Windows10;1.2;5198.25
HP;14;Intel;2.4;4;256;SSD;Intel;Windows10;1.48;4784.9565
HP;14;Intel;2.5;4;256;SSD;Intel;Windows10;1.95;5241.75
HP;14;Intel;2.6;8;256;SSD;Intel;Windows7;1.43;6303.15
HP;14;Intel;2.5;8;256;SSD;Nvidia;Windows10;1.64;4564.281
HP;14;Intel;2.4;4;500;HDD;Intel;Windows10;1.64;2975.4
Dell;15.6;Intel;2.5;8;512;Hybrid;Nvidia;Windows10;2.65;4128.15
HP;12.5;Intel;2.5;4;500;HDD;Intel;Windows10;1.26;6694.65
HP;14;Intel;2.5;4;256;SSD;Intel;Windows10;1.48;6916.5
HP;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.54;8209.3635
HP;13.3;Intel;2.4;4;500;HDD;Intel;Windows10;1.49;3480
Toshiba;13.3;Intel;2.3;8;256;SSD;Intel;Windows10;1.5;5263.5
HP;15.6;Intel;2.4;4;256;SSD;Intel;Windows10;2.04;3349.4565
Lenovo;17.3;Intel;2.7;16;512;SSD;Nvidia;Windows7;2.4;12910.8
Toshiba;14;Intel;2.3;8;256;SSD;Intel;Windows10;1.47;6481.5
HP;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.43;9696.15
Dell;15.6;Intel;2.3;4;1000;HDD;Intel;Windows10;2.08;3462.5565
Toshiba;13.3;Intel;2.3;8;256;SSD;Intel;Windows10;1.2;6916.5
HP;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.11;4998.15
HP;14;Intel;2.7;8;256;SSD;Nvidia;Windows10;1.64;5156.6205
Dell;15.6;Intel;2.4;8;500;HDD;Intel;Windows10;2.09;4552.014
HP;12.5;Intel;2.5;4;256;SSD;Intel;Windows10;1.26;6781.65
HP;14;Intel;2.5;4;500;HDD;Intel;Windows10;2.31;5172.15
HP;14;Intel;2.5;4;500;HDD;Intel;Windows10;1.95;4611
Dell;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.29;7064.4
HP;17.3;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.63;4698
HP;14;Intel;2.5;4;256;SSD;Intel;Windows10;1.64;4232.55
Acer;15.6;AMD;;6;1000;HDD;AMD;Windows10;2.1;1779.15
MSI;17.3;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.7;5184.33
HP;14;Intel;2.3;8;256;SSD;Intel;Windows7;1.95;5198.25
HP;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;1.84;5346.1065
HP;12.5;Intel;2.5;8;256;SSD;Intel;Windows10;1.26;5868.15
HP;15.6;Intel;2.5;4;500;HDD;Intel;Windows10;2.04;3227.7
Toshiba;14;Intel;2.6;8;256;SSD;Intel;Windows10;1.47;7503.75
Dell;15.6;Intel;2.4;8;256;SSD;Intel;Windows7;2.09;4623.8325
HP;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.64;4395.7185
Lenovo;15.6;Intel;2.5;4;256;SSD;Intel;Windows10;1.8;3684.45
Vero;14;Intel;1.44;2;32;FlashStorage;Intel;Windows10;1.45;916.98
Toshiba;15.6;Intel;2.5;16;256;SSD;Nvidia;Windows10;2.4;6198.75
Lenovo;15.6;Intel;2.3;8;256;SSD;Intel;Windows10;2.3;4565.76
HP;14;Intel;2.3;4;500;HDD;Intel;Windows10;1.54;4350
HP;15.6;Intel;2.4;8;256;SSD;Intel;Windows10;1.84;9149.529
HP;14;Intel;2.3;8;256;SSD;Intel;Windows7;1.43;6390.15
MSI;17.3;Intel;2.7;16;256;SSD;Nvidia;Windows10;3.78;6723.534
Lenovo;17.3;Intel;2.6;16;128;SSD;Nvidia;Windows10;4.6;9961.4565
Asus;11.6;Intel;1.6;4;16;FlashStorage;Intel;ChromeOS;1.2;1252.365
Lenovo;14;Intel;2.6;16;256;SSD;Intel;Windows7;1.1;11397
HP;15.6;Intel;2.7;8;1000;HDD;Nvidia;Windows10;1.91;4258.65
Dell;15.6;Intel;2.7;8;256;SSD;Intel;Windows10;2.3;4758.9
HP;15.6;Intel;2.5;4;256;SSD;Intel;Windows10;2.04;4258.65
Dell;13.3;Intel;2.7;16;1000;SSD;Intel;Windows10;1.2;9804.9
HP;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.31;3067.4025
HP;15.6;Intel;2.5;4;500;HDD;Intel;NoOS;1.96;2170.65
Acer;15.6;AMD;2.2;8;1000;HDD;AMD;Windows10;2.4;1953.15
Dell;13.3;Intel;2.7;12;256;SSD;Intel;Windows10;1.6;5650.65
MSI;15.6;Intel;2.6;16;256;SSD;Nvidia;Windows10;2.94;7912.65
HP;15.6;Intel;2.7;8;256;SSD;Intel;Windows10;2.04;4654.5
Asus;17.3;Intel;2.6;16;1000;HDD;Nvidia;NoOS;4;4341.3
Dell;15.6;Intel;2.5;4;1000;HDD;Intel;Windows10;2.25;2431.65
Dell;15.6;Intel;2.7;16;2000;HDD;AMD;Windows10;2.32;4306.4565
MSI;15.6;Intel;2.6;16;256;SSD;Nvidia;Windows10;1.8;8391.15
Dell;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.29;6342.3
Asus;17.3;Intel;2.7;64;1000;SSD;Nvidia;Windows10;3.58;17291.25
Dell;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.62;3471.3435
Dell;15.6;Intel;2.6;16;256;SSD;Nvidia;Windows10;3.21;5781.15
Apple;12;Intel;1.1;8;256;FlashStorage;Intel;MacOSX;0.92;5655
Dell;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.06;2096.613
HP;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.31;5215.65
HP;12.5;Intel;2.3;8;256;SSD;Intel;Windows7;1.26;5215.65
HP;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.49;4741.5
Lenovo;12.5;Intel;2.5;8;256;SSD;Intel;Windows10;1.3;7453.6815
Lenovo;17.3;Intel;2.3;8;256;HDD;AMD;Windows10;3;2866.65
Lenovo;15.6;Intel;2.3;4;1000;HDD;Nvidia;Windows10;2.3;4249.95
MSI;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;3.78;10870.65
Lenovo;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.1;2349
HP;15.6;Intel;2.3;4;500;HDD;Intel;Windows7;2.31;4089
Lenovo;12.5;Intel;1.2;8;512;SSD;Intel;Windows10;0.99;6085.65
Lenovo;17.3;Intel;2.7;32;512;SSD;Nvidia;Windows10;4.6;14094
Lenovo;10.1;Intel;1.44;4;64;FlashStorage;Intel;Windows10;0.69;2811.2745
HP;13.3;Intel;2.7;16;512;SSD;Intel;Windows10;1.3;8913.15
Dell;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.18;3262.5
HP;14;Intel;2.3;4;500;HDD;Intel;Windows7;1.54;4484.8065
HP;15.6;Intel;2.5;8;256;SSD;AMD;Windows7;1.9;6503.25
Lenovo;14;Intel;2.3;8;180;SSD;Intel;Windows7;1.7;5215.65
HP;13.3;Intel;1.5;4;32;FlashStorage;Intel;ChromeOS;1.29;2675.25
Acer;15.6;AMD;2.2;4;500;HDD;AMD;Windows10;2.4;1683.45
Dell;15.6;Intel;1.6;4;500;HDD;Intel;Linux;2.2;1711.6815
HP;15.6;Intel;2;4;1000;HDD;Intel;NoOS;1.86;1505.0565
Asus;17.3;Intel;2.8;8;256;SSD;Nvidia;Windows10;2.7;6955.65
Dell;13.3;Intel;1.6;4;256;SSD;AMD;Windows10;1.4;3559.8225
HP;12.5;Intel;2.3;4;128;SSD;Intel;Windows7;2.4;6955.65
Acer;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.4;3475.65
Dell;15.6;Intel;2.5;8;1000;HDD;AMD;Windows10;2.36;2778.78
MSI;17.3;Intel;2.6;8;256;SSD;Nvidia;Windows10;2.6;6955.65
HP;15.6;Intel;1.6;4;1000;HDD;Intel;Windows10;1.96;2175
Asus;17.3;Intel;2.6;16;128;SSD;Nvidia;Windows10;4.3;10000.65
Dell;12.5;Intel;2.3;4;500;HDD;Intel;Windows7;1.5;4937.9025
Dell;12.5;Intel;2.3;4;128;SSD;Intel;Windows7;1.5;5076.3195
Acer;15.6;Intel;1.5;4;16;SSD;Intel;ChromeOS;2.2;909.15
HP;17.3;Intel;2.6;8;1000;HDD;AMD;Windows7;3;12610.65
Lenovo;15.6;Intel;2.8;16;512;SSD;Nvidia;Windows10;2.4;5215.65
Dell;12.5;Intel;2.3;8;256;SSD;Intel;Windows7;1.5;6146.985
MSI;17.3;Intel;2.6;8;128;SSD;Nvidia;Windows10;2.9;6573.6765
Lenovo;15.6;Intel;2.3;4;256;SSD;Intel;Windows10;2.1;3771.45
HP;15.6;AMD;2.6;4;1000;HDD;AMD;Windows10;2.1;1731.3
Asus;15.6;Intel;2.6;16;128;SSD;Nvidia;Windows10;2.59;5824.65
HP;13.3;Intel;1.1;8;256;SSD;Intel;Windows10;1.16;7390.65
Dell;15.6;Intel;2.3;4;500;HDD;AMD;Windows7;2.24;3345.8025
Lenovo;15.6;Intel;2;4;128;SSD;Intel;Windows10;2.1;1866.15
HP;13.3;Intel;2.5;8;512;SSD;Intel;Windows10;1.16;8565.15
Lenovo;10.1;Intel;;4;64;FlashStorage;Intel;Android;0.69;2388.15
Dell;13.3;Intel;2.4;8;256;SSD;Intel;Windows10;1.23;5998.65
Lenovo;17.3;Intel;2.7;16;256;SSD;Nvidia;Windows10;4.6;11962.4565
Razer;12.5;Intel;2.5;8;256;SSD;Intel;Windows10;1.25;4476.15
Toshiba;13.3;Intel;2.7;16;512;SSD;Intel;Windows10;1.05;9683.1
Asus;17.3;Intel;2.6;8;128;SSD;Nvidia;Windows10;3.52;5709.3315
Vero;13.3;Intel;;4;32;FlashStorage;Intel;Windows10;1.35;852.6
HP;13.3;Intel;2.3;8;256;SSD;Intel;Windows10;1.16;7351.5
HP;14;Intel;2.3;8;256;SSD;Intel;Windows7;1.43;6581.55
Dell;15.6;Intel;2.3;4;500;HDD;Intel;Linux;2.09;2277.7905
Asus;15.6;Intel;2.4;4;1000;HDD;Intel;Windows10;2;1892.25
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.8;7260.15
Lenovo;10.1;Intel;2.5;4;64;FlashStorage;Intel;Windows10;0.69;2083.65
HP;12.5;Intel;2.4;8;256;SSD;Intel;Windows7;1.26;8243.25
Lenovo;15.6;Intel;2.5;8;128;SSD;Nvidia;NoOS;2.4;4302.15
HP;17.3;Intel;2.3;8;128;SSD;Nvidia;Windows10;3.35;4911.15
HP;15.6;Intel;2.7;8;2000;HDD;Intel;Windows10;2.04;2736.15
Lenovo;14;Intel;2.6;8;512;SSD;Nvidia;Windows7;1.8;8919.153
Asus;14;Intel;2.6;4;32;FlashStorage;Intel;Windows10;1.5;1209.3
HP;15.6;Intel;2.7;8;256;SSD;Intel;Windows10;1.84;3271.2
Acer;15.6;Intel;2.5;4;1000;HDD;Nvidia;Windows10;2.23;2679.6
Lenovo;15.6;Intel;2.5;16;512;Hybrid;AMD;Windows10;2.5;4780.65
HP;17.3;Intel;2.6;8;256;SSD;Nvidia;Windows7;3;17179.89
Dell;15.6;Intel;2.5;8;1000;HDD;AMD;Windows10;2.5;3410.4
MSI;17.3;Intel;2.7;16;256;SSD;Nvidia;Windows10;3.78;10435.65
HP;15.6;Intel;2.5;8;256;SSD;Intel;Windows7;1.88;9446.982
Lenovo;14;Intel;2.6;16;512;SSD;Intel;Windows10;2.8;10614
MSI;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.4;4971.18
HP;13.3;Intel;2.4;8;256;SSD;Intel;Windows10;1.48;7086.15
HP;15.6;Intel;2.6;8;256;SSD;Nvidia;Windows7;2.59;9696.15
HP;13.3;Intel;2.6;8;256;SSD;Intel;Windows10;1.48;7825.65
HP;15.6;Intel;2.6;8;256;SSD;Nvidia;Windows7;2;8260.65
HP;12.5;Intel;2.5;8;256;SSD;Intel;Windows7;1.26;9991.7325
Dell;15.6;Intel;2.7;8;256;SSD;Nvidia;Windows10;2.18;4393.065
HP;15.6;Intel;2.3;8;256;SSD;Intel;Windows7;1.88;6868.65
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.27;10174.65
Lenovo;15.6;Intel;2;4;1000;HDD;Intel;NoOS;1.9;1474.65
HP;15.6;AMD;;4;500;HDD;AMD;Windows10;1.86;1291.95
Lenovo;15.6;Intel;2.3;8;1000;HDD;AMD;NoOS;2.32;2605.65
Dell;15.6;Intel;2.8;8;1000;HDD;Nvidia;Windows10;2.62;5215.65
Dell;15.6;Intel;2.3;8;256;SSD;Nvidia;Windows10;2.04;9790.458
HP;15.6;AMD;;4;256;SSD;AMD;Windows10;1.91;2083.1715
MSI;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.7;6493.68
Lenovo;14;Intel;2.6;12;512;SSD;Intel;Windows7;1.4;10000.65
Lenovo;15.6;Intel;2.3;8;512;Hybrid;AMD;Windows10;2.5;3429.9315
HP;13.3;Intel;2.6;8;512;SSD;Intel;Windows10;1.48;8878.35
Lenovo;14;Intel;2.6;8;256;SSD;Intel;Windows7;1.7;6520.65
MSI;14;Intel;2.6;16;256;SSD;Nvidia;Windows10;1.7;7695.15
HP;15.6;Intel;2.8;8;1000;HDD;Nvidia;Windows10;2.62;3910.65
Lenovo;15.6;Intel;2;8;1000;HDD;Intel;Windows10;2.2;1996.65
HP;15.6;Intel;2.3;4;500;HDD;Intel;NoOS;2.1;2074.9065
Dell;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.62;6516.3
Lenovo;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;1.95;6046.5
Lenovo;15.6;Intel;2;4;1000;HDD;Nvidia;Windows10;2.2;2035.8
HP;14;Intel;2;2;32;FlashStorage;Intel;Windows10;1.44;1083.15
MSI;15.6;Intel;2.7;8;1000;HDD;Nvidia;Windows10;2.2;3649.65
HP;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;1.96;2953.65
HP;15.6;Intel;1.8;16;512;SSD;Intel;Windows10;2.1;5041.65
Asus;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.2;1605.15
Lenovo;15.6;Intel;2.3;4;500;HDD;Intel;NoOS;2.1;1731.3
Lenovo;15.6;Intel;2.7;8;1000;HDD;Nvidia;NoOS;2.2;3084.15
Asus;14;Intel;2.4;4;256;SSD;Intel;Windows10;2;3345.15
Lenovo;15.6;Intel;2.5;4;512;Hybrid;Intel;Windows7;2.32;3588.75
Lenovo;15.6;Intel;2.6;16;512;SSD;Nvidia;Windows10;3.31;5676.75
MSI;15.6;Intel;2.6;16;128;SSD;Nvidia;Windows10;1.91;9367.1595
HP;15.6;Intel;2.3;4;500;HDD;Intel;Windows10;2.07;2827.5
Lenovo;14;Intel;2.3;8;256;SSD;Intel;Windows10;1.36;7120.95
Lenovo;15.6;Intel;2.7;6;256;SSD;Nvidia;Windows10;1.54;3614.85
Dell;15.6;Intel;2.7;8;256;SSD;Nvidia;Linux;1.98;3893.2935
Acer;15.6;Intel;2;4;500;HDD;Intel;Windows10;2.1;1448.55
HP;15.6;Intel;2.6;6;1000;HDD;Nvidia;Windows10;2.18;3475.65
Asus;15.6;Intel;2.6;8;256;SSD;Nvidia;Windows10;2.591;3954.15
Dell;15.6;Intel;2.7;16;512;SSD;Intel;Windows10;2.09;5128.65
Acer;15.6;Intel;2.5;4;256;SSD;Nvidia;Windows10;2.23;3005.85
Dell;13.3;Intel;2.4;8;256;SSD;Intel;Linux;1.23;4780.65
Acer;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;4.2;11305.65
Lenovo;15.6;Intel;2.5;8;1000;HDD;Nvidia;Windows10;2.4;3562.65
HP;15.6;Intel;2.5;4;500;HDD;Intel;Windows10;1.86;2109.75
Apple;12;Intel;1.1;8;256;FlashStorage;Intel;MacOSX;0.92;5059.05
Dell;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.6;5215.65
HP;15.6;Intel;2.8;12;128;SSD;Nvidia;Windows10;2.21;5772.45
Lenovo;15.6;Intel;2;4;1000;HDD;AMD;NoOS;1.9;1600.8
Asus;17.3;Intel;2.6;16;512;SSD;Nvidia;Windows10;4.3;9352.5
Acer;15.6;Intel;2;4;1000;HDD;Intel;Linux;2.1;1183.2
MSI;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.43;8912.715
Dell;15.6;Intel;2;4;128;SSD;AMD;Windows10;2.3;2170.65
Lenovo;15.6;Intel;2.5;8;500;HDD;Nvidia;NoOS;2.2;2736.15
Dell;15.6;Intel;1.8;16;512;SSD;Intel;Windows10;2;5589.75
Dell;13.3;Intel;2.7;16;512;SSD;Intel;Windows10;1.2;11658
Asus;15.6;Intel;2.6;8;1000;HDD;Nvidia;Windows10;2.2;5085.15
Dell;15.6;Intel;2.5;8;256;SSD;AMD;Windows10;2.36;3867.15
HP;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;1.91;2518.65
Lenovo;15.6;AMD;2.2;4;500;HDD;AMD;Windows10;2.2;1300.65
Acer;17.3;Intel;2;8;1000;HDD;Nvidia;Windows10;3.3;2736.15
Asus;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.2;10653.15
Apple;12;Intel;1.2;8;512;FlashStorage;Intel;MacOSX;0.92;5563.65
Asus;15.6;Intel;2.8;16;128;SSD;Nvidia;Windows10;2.2;7608.15
MSI;17.3;Intel;2.6;16;256;SSD;Nvidia;Windows10;2.43;8478.1065
Dell;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.191;4345.65
Asus;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.9;8478.15
Acer;11.6;Intel;1.5;2;32;SSD;Intel;ChromeOS;1.3;756.9
Acer;17.3;Intel;2;4;1000;HDD;Nvidia;Windows10;3.3;2601.3
Lenovo;17.3;Intel;2.5;8;1000;HDD;Intel;NoOS;2.8;2344.65
Lenovo;15.6;Intel;2.6;8;128;SSD;Nvidia;Windows10;2.6;5533.2
Acer;14;Intel;1.3;8;256;SSD;Intel;Windows10;1.2;4998.15
Lenovo;15.6;Intel;2.6;8;256;SSD;Intel;Windows10;2.3;6651.15
MSI;15.6;Intel;2.6;8;128;SSD;Nvidia;Windows10;2.2;6421.0785
HP;15.6;AMD;2.7;6;1000;HDD;AMD;Windows10;2.1;2301.15
Dell;12.5;Intel;2.4;8;256;SSD;Intel;Windows7;1.26;7453.1595
Dell;15;Intel;2.4;4;500;HDD;Intel;Windows10;2.08;2214.15
Asus;15.6;Intel;1.6;4;1000;HDD;Intel;Windows10;2.65;1344.15
Dell;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.29;6424.95
Dell;15.6;Intel;2.5;4;1000;HDD;Intel;Linux;2.18;2270.091
Lenovo;15.6;Intel;2.6;16;128;SSD;Nvidia;Windows10;2.6;4476.15
MSI;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.2;4998.15
Lenovo;12.5;Intel;2.5;16;512;SSD;Intel;Windows10;1.3;7177.5
Razer;14;Intel;2.8;16;1000;SSD;Nvidia;Windows10;1.95;15220.65
Dell;15.6;Intel;2.4;8;1000;HDD;Intel;Windows10;2.3;2040.1935
MSI;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.7;6951.3
Apple;11.6;Intel;1.6;4;256;FlashStorage;Intel;MacOSX;1.08;4171.65
HP;15.6;Intel;2;4;1000;HDD;Intel;Windows10;2.1;2079.3
HP;14;Intel;2.5;8;256;SSD;Intel;Windows7;1.54;9562.1265
Dell;15.6;Intel;2.3;4;500;HDD;Intel;Windows7;2.24;3205.95
MSI;15.6;Intel;2.6;8;128;SSD;Nvidia;Windows10;2.3;5085.15
Lenovo;13.3;Intel;2.7;16;512;SSD;Intel;Windows10;1.4;6520.65
Lenovo;15.6;AMD;3.6;6;256;SSD;AMD;Windows10;2.2;2599.4295
Asus;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.45;5568
Acer;15.6;Intel;2;4;500;HDD;Intel;Linux;2.4;1573.83
Dell;17.3;Intel;2.7;16;512;SSD;Nvidia;Windows10;2.77;7825.65
HP;14;Intel;2.3;4;256;SSD;Intel;Windows7;1.54;4784.9565
Asus;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.5;6960
Dell;14;Intel;2.5;4;500;HDD;Intel;Windows10;1.6;3806.25
Asus;15.6;Intel;2.6;16;256;SSD;Nvidia;Windows10;2.34;10113.75
Lenovo;15.6;Intel;2.5;8;256;SSD;Intel;NoOS;2.3;2492.55
Dell;13.3;Intel;1.2;8;256;SSD;Intel;Windows10;1.24;7886.55
Dell;15.6;Intel;1.6;4;500;HDD;Intel;Linux;2.2;1409.4
HP;15.6;AMD;2.5;4;500;HDD;AMD;Windows10;1.86;1735.65
Lenovo;15.6;Intel;2.3;6;128;SSD;Nvidia;Windows10;2.4;2475.15
Lenovo;14;Intel;2.3;8;256;SSD;Intel;Windows10;1.9;4663.2
Dell;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.2;1931.3565
Asus;15.6;Intel;1.1;4;1000;HDD;Intel;Windows10;2;1474.65
Asus;17.3;Intel;2.6;16;128;SSD;Nvidia;Windows10;4;8265
Dell;15.6;Intel;2;4;500;HDD;Intel;Windows10;2.29;2131.5
Lenovo;15.6;Intel;2.5;8;512;Hybrid;AMD;Windows7;2.32;3893.25
MSI;15.6;Intel;2.6;8;128;SSD;Nvidia;Windows10;2.4;5346.15
Lenovo;14;Intel;2.3;4;128;SSD;Intel;Windows10;1.8;3623.5935
Asus;13.3;Intel;0.9;8;512;SSD;Intel;Windows10;1.2;3171.15
Dell;15.6;Intel;2.4;6;1000;HDD;Intel;Windows10;2.3;1996.65
Acer;15.6;Intel;1.6;4;500;HDD;Intel;Linux;2.4;1257.15
Dell;15.6;Intel;1.6;2;500;HDD;Intel;Windows10;2.2;1648.65
Lenovo;15.6;Intel;2.6;8;1000;HDD;Nvidia;Windows10;2.6;3910.65
HP;15.6;AMD;;6;512;Hybrid;AMD;Windows10;2.04;2392.4565
Dell;15.6;Intel;2.7;8;1000;HDD;AMD;Linux;2.3;3506.0565
HP;11.6;Intel;1.6;2;32;FlashStorage;Intel;Windows10;1.17;909.15
Asus;15.6;Intel;2.5;4;500;HDD;Nvidia;Windows10;2.2;3133.392
Lenovo;14;Intel;2.5;4;128;SSD;Intel;Windows10;1.8;2775.3
Lenovo;13.3;Intel;2.5;16;512;SSD;Intel;Windows10;1.3;6520.65
Lenovo;14;Intel;1.6;2;64;FlashStorage;Intel;Windows10;1.5;996.15
HP;15.6;Intel;2.5;6;1000;HDD;AMD;Windows10;2.19;3323.4
Asus;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.2;1605.15
Asus;13.3;Intel;0.9;8;512;SSD;Intel;Windows10;1.2;3171.15
Dell;15.6;Intel;2.4;6;1000;HDD;Intel;Windows10;2.3;1996.65
Acer;15.6;Intel;1.6;4;500;HDD;Intel;Linux;2.4;1257.15
Dell;15.6;Intel;1.6;2;500;HDD;Intel;Windows10;2.2;1648.65
Lenovo;15.6;Intel;2.6;8;1000;HDD;Nvidia;Windows10;2.6;3910.65
HP;15.6;AMD;2.9;6;512;Hybrid;AMD;Windows10;2.04;2392.4565
Dell;15.6;Intel;2.7;8;1000;HDD;AMD;Linux;2.3;3506.0565
HP;11.6;Intel;1.6;2;32;FlashStorage;Intel;Windows10;1.17;909.15
Asus;15.6;Intel;2.5;4;500;HDD;Nvidia;Windows10;2.2;3133.392
Lenovo;14;Intel;2.5;4;128;SSD;Intel;Windows10;1.8;2775.3
Lenovo;13.3;Intel;2.5;16;512;SSD;Intel;Windows10;1.3;6520.65
Lenovo;14;Intel;1.6;2;64;FlashStorage;Intel;Windows10;1.5;996.15
HP;15.6;Intel;2.5;6;1000;HDD;AMD;Windows10;2.19;3323.4
Asus;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.2;1605.15
Asus;13.3;Intel;0.9;8;512;SSD;Intel;Windows10;1.2;3171.15
Dell;15.6;Intel;2.4;6;1000;HDD;Intel;Windows10;2.3;1996.65
Acer;15.6;Intel;1.6;4;500;HDD;Intel;Linux;2.4;1257.15
Dell;15.6;Intel;1.6;2;500;HDD;Intel;Windows10;2.2;1648.65
Lenovo;15.6;Intel;2.6;8;1000;HDD;Nvidia;Windows10;2.6;3910.65
HP;15.6;AMD;2.9;6;512;Hybrid;AMD;Windows10;2.04;2392.4565
Dell;15.6;Intel;2.7;8;1000;HDD;AMD;Linux;2.3;3506.0565
HP;11.6;Intel;1.6;2;32;FlashStorage;Intel;Windows10;1.17;909.15
Asus;15.6;Intel;2.5;4;500;HDD;Nvidia;Windows10;2.2;3133.392
Lenovo;14;Intel;2.5;4;128;SSD;Intel;Windows10;1.8;2775.3
